Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team B - Player 1,Team B - Player 2,Team B - Player 3
Bracket Stage,Premier 5.0+,A Bracket,Round of 16,Best of 3,Cigar Boys,TRP Moneyline,TRP Moneyline,19,21,15,21,,,Grant Laughlin,Dan Abrams,,Ryder Rivadeneyra,Matthew Cole,
Bracket Stage,Premier 5.0+,A Bracket,Round of 16,Best of 3,Morgan/Mowry,Lazy,Lazy,14,21,21,13,18,21,Dawson Morgan,Luke Mowry,,Luke Marshall,Cade Larson,
Bracket Stage,Premier 5.0+,A Bracket,Quarter-final,Best of 3,Judgment Day,Lazy,Judgment Day,21,19,21,16,,,fredric hinkle,Gabriel Finocchi,,Luke Marshall,Cade Larson,
Bracket Stage,Premier 5.0+,A Bracket,Quarter-final,Best of 3,TRP Spotless,TRP Moneyline,TRP Moneyline,14,21,29,27,13,21,Joe Bondi,Ryan Gross,,Ryder Rivadeneyra,Matthew Cole,
Bracket Stage,Premier 5.0+,A Bracket,Quarter-final,Best of 3,Insystem,Not.Ok,Insystem,21,19,22,20,,,Blake Bosak,Etienne Cote,,Xande Plaisted,Anthony Clifford,
Bracket Stage,Premier 5.0+,A Bracket,Quarter-final,Best of 3,Bad Combo,Assistive Touch,Bad Combo,19,21,21,14,23,21,Rahul Murthy,Will Picone,,Clark Marshall,Buddy Hammon,
Bracket Stage,Premier 5.0+,A Bracket,P9: Quarter-final,Best of 3,Morgan/Mowry,Profit Boost,Profit Boost,15,21,-1,0,,,Dawson Morgan,Luke Mowry,,Justin Shaytar,Kieran Rose,
Bracket Stage,Premier 5.0+,A Bracket,P9: Quarter-final,Best of 3,Cigar Boys,BorderLine,Cigar Boys,21,15,21,19,,,Grant Laughlin,Dan Abrams,,Kaleb Wagner,Trey Thompson,
Bracket Stage,Premier 5.0+,A Bracket,P9: Quarter-final,Best of 3,TRP Mermaid Sparkle,Big Dawgs,Big Dawgs,-1,0,-1,0,,,Noah Luskus,Christian Bennett,,Caleb Cummings,Tyler Fernandez,
Bracket Stage,Premier 5.0+,A Bracket,P9: Quarter-final,Best of 3,Quality Service,WySpike Synergy,Quality Service,0,-2,0,-2,,,Jacob Payer,Andrew Kosche,,Matthew Burrows,Nick Noguez,
Bracket Stage,Premier 5.0+,A Bracket,P17: Quarter-final,Single game,Dialed,here to slay,Dialed,2,1,,,,,Luke Pennington,Josh Cain,,Dax O'Hair,bradley thompson,
Bracket Stage,Premier 5.0+,A Bracket,P17: Quarter-final,Single game,"Depression, Cheez-Its, and Cargo Shorts",Royal Flush,Royal Flush,0,1,,,,,Taylor Church,Garrett Carver,,Bryant Karratti,Jake LeBaron,
Bracket Stage,Premier 5.0+,A Bracket,P17: Quarter-final,Single game,Jersey Boyz,Chelsea United,Jersey Boyz,1,0,,,,,Corey Weiss,Matt Spolarich,,Josh Fragiacomo,Ethan Zehr,
Bracket Stage,Premier 5.0+,A Bracket,P17: Quarter-final,Single game,BenDu Over,Moon Boys,BenDu Over,1,0,,,,,Michael Du,Benjamin Banuelos,,Jordan Freitas,Conner Bradshaw,
Bracket Stage,Premier 5.0+,A Bracket,Semi-final,Best of 3,Judgment Day,Bad Combo,Judgment Day,21,19,17,21,21,16,fredric hinkle,Gabriel Finocchi,,Rahul Murthy,Will Picone,
Bracket Stage,Premier 5.0+,A Bracket,Semi-final,Best of 3,TRP Moneyline,Insystem,TRP Moneyline,21,18,21,15,,,Ryder Rivadeneyra,Matthew Cole,,Blake Bosak,Etienne Cote,
Bracket Stage,Premier 5.0+,A Bracket,P17: Semi-final,Single game,Dialed,BenDu Over,Dialed,21,0,,,,,Luke Pennington,Josh Cain,,Michael Du,Benjamin Banuelos,
Bracket Stage,Premier 5.0+,A Bracket,P17: Semi-final,Single game,Royal Flush,Jersey Boyz,Royal Flush,1,0,,,,,Bryant Karratti,Jake LeBaron,,Corey Weiss,Matt Spolarich,
Bracket Stage,Premier 5.0+,A Bracket,Final,Best of 3,Judgment Day,TRP Moneyline,TRP Moneyline,16,21,21,18,15,21,fredric hinkle,Gabriel Finocchi,,Ryder Rivadeneyra,Matthew Cole,
Bracket Stage,Premier 5.0+,A Bracket,P3: Final,Best of 3,Insystem,Bad Combo,Insystem,21,18,10,-3,,,Blake Bosak,Etienne Cote,,Rahul Murthy,Will Picone,
Bracket Stage,Premier 5.0+,B Bracket,Round of 16,Best of 3,Hit Ball Hard,Burqueños,Hit Ball Hard,21,15,21,16,,,Adam Porter,Garrett Ashton,,Luke Freimanis,Daniel Blodgett,
Bracket Stage,Premier 5.0+,B Bracket,Round of 16,Best of 3,Disordered,"Happenstance ",Disordered,21,13,21,16,,,Solomon Berry,Andrew Greer,,Jalen Butkus,John Hickmott,
Bracket Stage,Premier 5.0+,B Bracket,Round of 16,Best of 3,Goblin giant,Teenage Dirtbags,Goblin giant,15,21,21,19,21,16,Kyan Kornfeld,Nickhil Anantha,,Taylor Sanford,Kannon Forbush,
Bracket Stage,Premier 5.0+,B Bracket,Round of 16,Best of 3,NK.,Charlie and the Chocolate Factory,NK.,21,19,21,17,,,kevin um,Nick Wideman,,David Mitchell,Charlie Camarena,
Bracket Stage,Premier 5.0+,B Bracket,Round of 16,Best of 3,Lanky and Clanky,Edgerunners,Edgerunners,21,14,18,21,15,21,Grant Gouger,Jesse Lehn,,Chase Meyer,Clifton Miller,
Bracket Stage,Premier 5.0+,B Bracket,Round of 16,Best of 3,Native Texans,Hot‘n‘cold,Hot‘n‘cold,21,16,23,25,18,21,Dylan Bricker,Grayson M  Wills,,Trent Alderfer,Cody Brower,
Bracket Stage,Premier 5.0+,B Bracket,Round of 16,Best of 3,Sawtooth Spikers,Couldn't Carry less,Couldn't Carry less,26,28,20,22,,,Thomas Maloney,Dennis Joseph,,Slade Warner,Arrow Griner,
Bracket Stage,Premier 5.0+,B Bracket,Quarter-final,Best of 3,Ball Blasters,Couldn't Carry less,Couldn't Carry less,19,21,20,22,,,David Gonzales,Rendall Weaver,,Slade Warner,Arrow Griner,
Bracket Stage,Premier 5.0+,B Bracket,Quarter-final,Best of 3,Hit Ball Hard,Hot‘n‘cold,Hit Ball Hard,21,15,21,13,,,Adam Porter,Garrett Ashton,,Trent Alderfer,Cody Brower,
Bracket Stage,Premier 5.0+,B Bracket,Quarter-final,Best of 3,Disordered,Edgerunners,Disordered,21,16,21,19,,,Solomon Berry,Andrew Greer,,Chase Meyer,Clifton Miller,
Bracket Stage,Premier 5.0+,B Bracket,Quarter-final,Best of 3,Goblin giant,NK.,NK.,21,17,19,21,13,21,Kyan Kornfeld,Nickhil Anantha,,kevin um,Nick Wideman,
Bracket Stage,Premier 5.0+,B Bracket,P9: Quarter-final,Single game,Native Texans,Burqueños,Native Texans,21,18,,,,,Dylan Bricker,Grayson M  Wills,,Luke Freimanis,Daniel Blodgett,
Bracket Stage,Premier 5.0+,B Bracket,P9: Quarter-final,Single game,Charlie and the Chocolate Factory,Teenage Dirtbags,Charlie and the Chocolate Factory,1,0,,,,,David Mitchell,Charlie Camarena,,Taylor Sanford,Kannon Forbush,
Bracket Stage,Premier 5.0+,B Bracket,Semi-final,Best of 3,Couldn't Carry less,NK.,NK.,-1,0,-1,0,,,Slade Warner,Arrow Griner,,kevin um,Nick Wideman,
Bracket Stage,Premier 5.0+,B Bracket,Semi-final,Best of 3,Hit Ball Hard,Disordered,Disordered,15,21,18,21,,,Adam Porter,Garrett Ashton,,Solomon Berry,Andrew Greer,
Bracket Stage,Premier 5.0+,B Bracket,Final,Best of 3,NK.,Disordered,Disordered,-1,0,-1,0,,,kevin um,Nick Wideman,,Solomon Berry,Andrew Greer,
Bracket Stage,Premier 5.0+,B Bracket,P3: Final,Best of 3,Hit Ball Hard,Couldn't Carry less,Hit Ball Hard,0,-1,0,-1,,,Adam Porter,Garrett Ashton,,Slade Warner,Arrow Griner,
Pool Play,Women's Advanced 4.0+,Pool A,1,Single game,TWINZ,angst,TWINZ,21,11,,,,,Ali Jenki,Olivia Jenki,,Kalin Morgan,Sarah Allen,
Pool Play,Women's Advanced 4.0+,Pool A,1,Single game,K2.,2k•,K2.,21,15,,,,,Laura Kunzelmann,Katie Pierson,,Kayla Wu,Karah Hui,Kayla Wu
Pool Play,Women's Advanced 4.0+,Pool B,1,Single game,No Hype,Wendy’s 4 for 4,No Hype,21,12,,,,,Maddy Morehouse,Malia Sato,,Tory White,Hailee Bennett,
Pool Play,Women's Advanced 4.0+,Pool B,1,Single game,Outside Voices,$$ KA-CHING $$,$$ KA-CHING $$,17,21,,,,,Perrin York,Sebastiani Kim,,Kayla Ngai,Christine Chang,
Pool Play,Women's Advanced 4.0+,Pool C,1,Single game,Anderson/Savage,BK Whoppers,Anderson/Savage,21,4,,,,,Camille Anderson,Kirstie Savage,,Becca Feller,Kailey Windsor,
Pool Play,Women's Advanced 4.0+,Pool C,1,Single game,Morton/Gahley,Loopy Juice,Morton/Gahley,21,15,,,,,Nicol Gahley,Cayleigh Morton,,Kate B,Lourna Szabanos,
Pool Play,Women's Advanced 4.0+,Pool A,2,Single game,TWINZ,2k•,TWINZ,21,17,,,,,Ali Jenki,Olivia Jenki,,Kayla Wu,Karah Hui,Kayla Wu
Pool Play,Women's Advanced 4.0+,Pool A,2,Single game,K2.,angst,K2.,21,19,,,,,Laura Kunzelmann,Katie Pierson,,Kalin Morgan,Sarah Allen,
Pool Play,Women's Advanced 4.0+,Pool B,2,Single game,No Hype,$$ KA-CHING $$,No Hype,21,14,,,,,Maddy Morehouse,Malia Sato,,Kayla Ngai,Christine Chang,
Pool Play,Women's Advanced 4.0+,Pool B,2,Single game,Outside Voices,Wendy’s 4 for 4,Wendy’s 4 for 4,19,21,,,,,Perrin York,Sebastiani Kim,,Tory White,Hailee Bennett,
Pool Play,Women's Advanced 4.0+,Pool C,2,Single game,Anderson/Savage,Loopy Juice,Anderson/Savage,21,7,,,,,Camille Anderson,Kirstie Savage,,Kate B,Lourna Szabanos,
Pool Play,Women's Advanced 4.0+,Pool C,2,Single game,Morton/Gahley,BK Whoppers,Morton/Gahley,21,9,,,,,Nicol Gahley,Cayleigh Morton,,Becca Feller,Kailey Windsor,
Pool Play,Women's Advanced 4.0+,Pool A,3,Single game,TWINZ,K2.,TWINZ,21,17,,,,,Ali Jenki,Olivia Jenki,,Laura Kunzelmann,Katie Pierson,
Pool Play,Women's Advanced 4.0+,Pool A,3,Single game,2k•,angst,2k•,21,16,,,,,Kayla Wu,Karah Hui,Kayla Wu,Kalin Morgan,Sarah Allen,
Pool Play,Women's Advanced 4.0+,Pool B,3,Single game,No Hype,Outside Voices,No Hype,21,17,,,,,Maddy Morehouse,Malia Sato,,Perrin York,Sebastiani Kim,
Pool Play,Women's Advanced 4.0+,Pool B,3,Single game,$$ KA-CHING $$,Wendy’s 4 for 4,Wendy’s 4 for 4,20,22,,,,,Kayla Ngai,Christine Chang,,Tory White,Hailee Bennett,
Pool Play,Women's Advanced 4.0+,Pool C,3,Single game,Anderson/Savage,Morton/Gahley,Anderson/Savage,21,8,,,,,Camille Anderson,Kirstie Savage,,Nicol Gahley,Cayleigh Morton,
Pool Play,Women's Advanced 4.0+,Pool C,3,Single game,Loopy Juice,BK Whoppers,BK Whoppers,22,24,,,,,Kate B,Lourna Szabanos,,Becca Feller,Kailey Windsor,
Pool Play,Women's Advanced 4.0+,Pool A,4,Single game,TWINZ,angst,TWINZ,21,18,,,,,Ali Jenki,Olivia Jenki,,Kalin Morgan,Sarah Allen,
Pool Play,Women's Advanced 4.0+,Pool A,4,Single game,K2.,2k•,K2.,21,19,,,,,Laura Kunzelmann,Katie Pierson,,Kayla Wu,Karah Hui,Kayla Wu
Pool Play,Women's Advanced 4.0+,Pool B,4,Single game,No Hype,Wendy’s 4 for 4,No Hype,21,19,,,,,Maddy Morehouse,Malia Sato,,Tory White,Hailee Bennett,
Pool Play,Women's Advanced 4.0+,Pool B,4,Single game,Outside Voices,$$ KA-CHING $$,Outside Voices,21,19,,,,,Perrin York,Sebastiani Kim,,Kayla Ngai,Christine Chang,
Pool Play,Women's Advanced 4.0+,Pool C,4,Single game,Anderson/Savage,BK Whoppers,Anderson/Savage,21,4,,,,,Camille Anderson,Kirstie Savage,,Becca Feller,Kailey Windsor,
Pool Play,Women's Advanced 4.0+,Pool C,4,Single game,Morton/Gahley,Loopy Juice,Morton/Gahley,21,7,,,,,Nicol Gahley,Cayleigh Morton,,Kate B,Lourna Szabanos,
Pool Play,Women's Advanced 4.0+,Pool A,5,Single game,TWINZ,2k•,TWINZ,23,21,,,,,Ali Jenki,Olivia Jenki,,Kayla Wu,Karah Hui,Kayla Wu
Pool Play,Women's Advanced 4.0+,Pool A,5,Single game,K2.,angst,K2.,21,19,,,,,Laura Kunzelmann,Katie Pierson,,Kalin Morgan,Sarah Allen,
Pool Play,Women's Advanced 4.0+,Pool B,5,Single game,No Hype,$$ KA-CHING $$,No Hype,21,17,,,,,Maddy Morehouse,Malia Sato,,Kayla Ngai,Christine Chang,
Pool Play,Women's Advanced 4.0+,Pool B,5,Single game,Outside Voices,Wendy’s 4 for 4,Outside Voices,21,19,,,,,Perrin York,Sebastiani Kim,,Tory White,Hailee Bennett,
Pool Play,Women's Advanced 4.0+,Pool C,5,Single game,Anderson/Savage,Loopy Juice,Anderson/Savage,21,6,,,,,Camille Anderson,Kirstie Savage,,Kate B,Lourna Szabanos,
Pool Play,Women's Advanced 4.0+,Pool C,5,Single game,Morton/Gahley,BK Whoppers,Morton/Gahley,21,7,,,,,Nicol Gahley,Cayleigh Morton,,Becca Feller,Kailey Windsor,
Pool Play,Women's Advanced 4.0+,Pool A,6,Single game,TWINZ,K2.,K2.,14,21,,,,,Ali Jenki,Olivia Jenki,,Laura Kunzelmann,Katie Pierson,
Pool Play,Women's Advanced 4.0+,Pool A,6,Single game,2k•,angst,2k•,21,17,,,,,Kayla Wu,Karah Hui,Kayla Wu,Kalin Morgan,Sarah Allen,
Pool Play,Women's Advanced 4.0+,Pool B,6,Single game,No Hype,Outside Voices,No Hype,21,12,,,,,Maddy Morehouse,Malia Sato,,Perrin York,Sebastiani Kim,
Pool Play,Women's Advanced 4.0+,Pool B,6,Single game,$$ KA-CHING $$,Wendy’s 4 for 4,Wendy’s 4 for 4,17,21,,,,,Kayla Ngai,Christine Chang,,Tory White,Hailee Bennett,
Pool Play,Women's Advanced 4.0+,Pool C,6,Single game,Anderson/Savage,Morton/Gahley,Anderson/Savage,21,12,,,,,Camille Anderson,Kirstie Savage,,Nicol Gahley,Cayleigh Morton,
Pool Play,Women's Advanced 4.0+,Pool C,6,Single game,Loopy Juice,BK Whoppers,BK Whoppers,20,22,,,,,Kate B,Lourna Szabanos,,Becca Feller,Kailey Windsor,
Bracket Stage,Women's Advanced 4.0+,A Bracket,Round of 16,Best of 3,Anderson/Savage,Loopy Juice,Anderson/Savage,21,7,21,5,,,Camille Anderson,Kirstie Savage,,Kate B,Lourna Szabanos,
Bracket Stage,Women's Advanced 4.0+,A Bracket,Round of 16,Best of 3,No Hype,$$ KA-CHING $$,No Hype,24,26,21,17,21,12,Maddy Morehouse,Malia Sato,,Kayla Ngai,Christine Chang,
Bracket Stage,Women's Advanced 4.0+,A Bracket,Round of 16,Best of 3,Morton/Gahley,BK Whoppers,Morton/Gahley,21,6,21,13,,,Nicol Gahley,Cayleigh Morton,,Becca Feller,Kailey Windsor,
Bracket Stage,Women's Advanced 4.0+,A Bracket,Round of 16,Best of 3,Wendy’s 4 for 4,Outside Voices,Wendy’s 4 for 4,21,16,21,15,,,Tory White,Hailee Bennett,,Perrin York,Sebastiani Kim,
Bracket Stage,Women's Advanced 4.0+,A Bracket,Quarter-final,Best of 3,TWINZ,Wendy’s 4 for 4,TWINZ,21,11,21,17,,,Ali Jenki,Olivia Jenki,,Tory White,Hailee Bennett,
Bracket Stage,Women's Advanced 4.0+,A Bracket,Quarter-final,Best of 3,K2.,Morton/Gahley,K2.,21,12,21,12,,,Laura Kunzelmann,Katie Pierson,,Nicol Gahley,Cayleigh Morton,
Bracket Stage,Women's Advanced 4.0+,A Bracket,Quarter-final,Best of 3,2k•,No Hype,2k•,21,15,21,15,,,Kayla Wu,Karah Hui,Kayla Wu,Maddy Morehouse,Malia Sato,
Bracket Stage,Women's Advanced 4.0+,A Bracket,Quarter-final,Best of 3,angst,Anderson/Savage,Anderson/Savage,18,21,16,21,,,Kalin Morgan,Sarah Allen,,Camille Anderson,Kirstie Savage,
Bracket Stage,Women's Advanced 4.0+,A Bracket,Semi-final,Best of 3,TWINZ,Anderson/Savage,TWINZ,1,0,1,0,,,Ali Jenki,Olivia Jenki,,Camille Anderson,Kirstie Savage,
Bracket Stage,Women's Advanced 4.0+,A Bracket,Semi-final,Best of 3,K2.,2k•,K2.,21,17,22,20,,,Laura Kunzelmann,Katie Pierson,,Kayla Wu,Karah Hui,Kayla Wu
Bracket Stage,Women's Advanced 4.0+,A Bracket,P5: Semi-final,Best of 3,angst,Wendy’s 4 for 4,angst,1,0,1,0,,,Kalin Morgan,Sarah Allen,,Tory White,Hailee Bennett,
Bracket Stage,Women's Advanced 4.0+,A Bracket,P5: Semi-final,Best of 3,No Hype,Morton/Gahley,No Hype,21,18,21,11,,,Maddy Morehouse,Malia Sato,,Nicol Gahley,Cayleigh Morton,
Bracket Stage,Women's Advanced 4.0+,A Bracket,P9: Semi-final,Best of 3,Outside Voices,Loopy Juice,Outside Voices,1,0,1,0,,,Perrin York,Sebastiani Kim,,Kate B,Lourna Szabanos,
Bracket Stage,Women's Advanced 4.0+,A Bracket,P9: Semi-final,Best of 3,BK Whoppers,$$ KA-CHING $$,$$ KA-CHING $$,0,1,0,1,,,Becca Feller,Kailey Windsor,,Kayla Ngai,Christine Chang,
Bracket Stage,Women's Advanced 4.0+,A Bracket,Final,Best of 3,TWINZ,K2.,K2.,21,17,16,21,18,21,Ali Jenki,Olivia Jenki,,Laura Kunzelmann,Katie Pierson,
Bracket Stage,Women's Advanced 4.0+,A Bracket,P3: Final,Best of 3,2k•,Anderson/Savage,2k•,21,14,21,19,,,Kayla Wu,Karah Hui,Kayla Wu,Camille Anderson,Kirstie Savage,
Bracket Stage,Women's Advanced 4.0+,A Bracket,P7: Final,Best of 3,Morton/Gahley,Wendy’s 4 for 4,Morton/Gahley,1,0,1,0,,,Nicol Gahley,Cayleigh Morton,,Tory White,Hailee Bennett,
Pool Play,Contender 4.5+,Pool A,1,Single game,Rice Farmers,PSR Pacific Fusion,Rice Farmers,21,16,,,,,Tayt Rogers,Tal Rogers,,lucas peng,Bryce Jacobsen,
Pool Play,Contender 4.5+,Pool A,1,Single game,guppy sauce,Main Main Introverts,Main Main Introverts,16,21,,,,,Andrew Yager,Cisco Yager,,Keaton Hawk,Daulton Monkress,
Pool Play,Contender 4.5+,Pool B,1,Single game,Unfinished Business,Daniel/Preston,Unfinished Business,21,3,,,,,Ryan Paul,Josh DiDonato,,Daniel Wight,Preston Haight,
Pool Play,Contender 4.5+,Pool B,1,Single game,Lil Sebastian,"washed boomball ","washed boomball ",19,21,,,,,Aidan Nesbitt,Ryan Baillargeon,,benson goates,connor anderson,
Pool Play,Contender 4.5+,Pool C,1,Single game,come to brazil,Threat Level Midnight,come to brazil,21,15,,,,,Max Huang,Alec Galbo,,Joseph Barron,Brady Price,
Pool Play,Contender 4.5+,Pool C,1,Single game,Consciousness,PSR Cut Serve Hashiras,Consciousness,21,16,,,,,Evan Bock,Michael Soliz,,Nic Albornoz,Hernestor Ramirez diaz,
Pool Play,Contender 4.5+,Pool D,1,Single game,American Spikers,RRP Safe Sets,American Spikers,21,8,,,,,Alex Hart (ASL),Jake Martha,,Casey Harman,Derrick McConnell,
Pool Play,Contender 4.5+,Pool D,1,Single game,Tombstone,Hooked On Phonics,Hooked On Phonics,16,21,,,,,Jaren Haggard,Konnor Cordingley,,Justin Anderson,Jacob Page,
Pool Play,Contender 4.5+,Pool E,1,Single game,Just BARly,Ryker/Seth,Just BARly,21,16,,,,,Remi Prince,Daniel Feller,,Ryker Brann,Seth Lee,
Pool Play,Contender 4.5+,Pool E,1,Single game,Mixed nuts," RRP Clean Combo",Mixed nuts,21,19,,,,,Ant Terrigno,Bronsten Bratley,,Aaron Holt,Ezra Belnap,
Pool Play,Contender 4.5+,Pool E,1,Single game,Dalinqwents,Mandy,Mandy,18,21,,,,,Brandon Tice,Cole Kuhlers,,Dylan Mundy,Matt Barlow,
Pool Play,Contender 4.5+,Pool F,1,Single game,let that soak in,UIdaho1,let that soak in,21,12,,,,,James Lamkin,Jake Woolley,,Noah Rieth,Ryan Ripley,
Pool Play,Contender 4.5+,Pool F,1,Single game,Dizzy,Net worth,Net worth,19,21,,,,,Jack Hart,Garrett Walter,,Bowen Maynard,Grant Turpin,
Pool Play,Contender 4.5+,Pool F,1,Single game,Crunchy,Joy Ride,Joy Ride,19,21,,,,,Chaz Klein,connor barton,,Ben Morris,Connor Larsen,
Pool Play,Contender 4.5+,Pool G,1,Single game,Irritable Ball Shmackers,The Beach Boyz,Irritable Ball Shmackers,21,17,,,,,William Foote,Rafi Moldovsky,,Malachi Ryan,Kevin Reddell,
Pool Play,Contender 4.5+,Pool G,1,Single game,Blind Date,BLANK.,Blind Date,21,13,,,,,Joseph Kaylor,Bryce Young,,Simeon Ryan,Benjamin Testerman,
Pool Play,Contender 4.5+,Pool G,1,Single game,PSR S/T,Ace High,Ace High,11,21,,,,,Derek Tang,Jason Small,,Ryan Benz,Jackson Gordon,
Pool Play,Contender 4.5+,Pool H,1,Single game,Narayan/Ruehrwein,Mario & Luigi,Narayan/Ruehrwein,21,16,,,,,Jesse Ruehrwein,Jacob Narayan,,Evan Cox,Leo Cox,
Pool Play,Contender 4.5+,Pool H,1,Single game,Felt Mo Up,"Rain Drop, Drop Shot",Felt Mo Up,21,18,,,,,Andrew Felty,Mo Beard,,Logan Grigg,Daniel Green,
Pool Play,Contender 4.5+,Pool H,1,Single game,Fresh Cuts,"The young, the old, the elite",Fresh Cuts,22,20,,,,,Mike Hamilton,Ethan Westfall,,Bradley Smith,Kyler Cote,
Pool Play,Contender 4.5+,Pool A,2,Single game,Rice Farmers,Main Main Introverts,Rice Farmers,21,12,,,,,Tayt Rogers,Tal Rogers,,Keaton Hawk,Daulton Monkress,
Pool Play,Contender 4.5+,Pool A,2,Single game,TheGOATGene,PSR Pacific Fusion,PSR Pacific Fusion,18,21,,,,,Wesley Tunelius,David Yingling,,lucas peng,Bryce Jacobsen,
Pool Play,Contender 4.5+,Pool B,2,Single game,Unfinished Business,"washed boomball ","washed boomball ",18,21,,,,,Ryan Paul,Josh DiDonato,,benson goates,connor anderson,
Pool Play,Contender 4.5+,Pool B,2,Single game,Uhh dat way,Daniel/Preston,Uhh dat way,22,20,,,,,Dylan Cloninger,curtis lawrence,,Daniel Wight,Preston Haight,
Pool Play,Contender 4.5+,Pool C,2,Single game,come to brazil,PSR Cut Serve Hashiras,come to brazil,21,18,,,,,Max Huang,Alec Galbo,,Nic Albornoz,Hernestor Ramirez diaz,
Pool Play,Contender 4.5+,Pool C,2,Single game,RRP Monkey Business,Threat Level Midnight,RRP Monkey Business,23,21,,,,,Cade Wallace,Braxton Wheatley,,Joseph Barron,Brady Price,
Pool Play,Contender 4.5+,Pool D,2,Single game,American Spikers,Hooked On Phonics,American Spikers,22,20,,,,,Alex Hart (ASL),Jake Martha,,Justin Anderson,Jacob Page,
Pool Play,Contender 4.5+,Pool D,2,Single game,dumpster divers,RRP Safe Sets,dumpster divers,21,13,,,,,Nate Gauthier,Nathan Robertt,,Casey Harman,Derrick McConnell,
Pool Play,Contender 4.5+,Pool E,2,Single game,Just BARly," RRP Clean Combo",Just BARly,21,10,,,,,Remi Prince,Daniel Feller,,Aaron Holt,Ezra Belnap,
Pool Play,Contender 4.5+,Pool E,2,Single game,Mixed nuts,Dalinqwents,Mixed nuts,21,18,,,,,Ant Terrigno,Bronsten Bratley,,Brandon Tice,Cole Kuhlers,
Pool Play,Contender 4.5+,Pool E,2,Single game,Mandy,Ryker/Seth,Mandy,21,10,,,,,Dylan Mundy,Matt Barlow,,Ryker Brann,Seth Lee,
Pool Play,Contender 4.5+,Pool F,2,Single game,let that soak in,Net worth,let that soak in,21,15,,,,,James Lamkin,Jake Woolley,,Bowen Maynard,Grant Turpin,
Pool Play,Contender 4.5+,Pool F,2,Single game,Dizzy,Crunchy,Dizzy,21,16,,,,,Jack Hart,Garrett Walter,,Chaz Klein,connor barton,
Pool Play,Contender 4.5+,Pool F,2,Single game,Joy Ride,UIdaho1,Joy Ride,21,17,,,,,Ben Morris,Connor Larsen,,Noah Rieth,Ryan Ripley,
Pool Play,Contender 4.5+,Pool G,2,Single game,Irritable Ball Shmackers,BLANK.,Irritable Ball Shmackers,21,9,,,,,William Foote,Rafi Moldovsky,,Simeon Ryan,Benjamin Testerman,
Pool Play,Contender 4.5+,Pool G,2,Single game,Blind Date,PSR S/T,Blind Date,22,20,,,,,Joseph Kaylor,Bryce Young,,Derek Tang,Jason Small,
Pool Play,Contender 4.5+,Pool G,2,Single game,Ace High,The Beach Boyz,Ace High,21,7,,,,,Ryan Benz,Jackson Gordon,,Malachi Ryan,Kevin Reddell,
Pool Play,Contender 4.5+,Pool H,2,Single game,Narayan/Ruehrwein,"Rain Drop, Drop Shot",Narayan/Ruehrwein,21,14,,,,,Jesse Ruehrwein,Jacob Narayan,,Logan Grigg,Daniel Green,
Pool Play,Contender 4.5+,Pool H,2,Single game,Felt Mo Up,Fresh Cuts,Felt Mo Up,21,18,,,,,Andrew Felty,Mo Beard,,Mike Hamilton,Ethan Westfall,
Pool Play,Contender 4.5+,Pool H,2,Single game,"The young, the old, the elite",Mario & Luigi,Mario & Luigi,17,21,,,,,Bradley Smith,Kyler Cote,,Evan Cox,Leo Cox,
Pool Play,Contender 4.5+,Pool A,3,Single game,Rice Farmers,TheGOATGene,Rice Farmers,21,11,,,,,Tayt Rogers,Tal Rogers,,Wesley Tunelius,David Yingling,
Pool Play,Contender 4.5+,Pool A,3,Single game,guppy sauce,PSR Pacific Fusion,PSR Pacific Fusion,6,21,,,,,Andrew Yager,Cisco Yager,,lucas peng,Bryce Jacobsen,
Pool Play,Contender 4.5+,Pool B,3,Single game,Unfinished Business,Uhh dat way,Unfinished Business,21,16,,,,,Ryan Paul,Josh DiDonato,,Dylan Cloninger,curtis lawrence,
Pool Play,Contender 4.5+,Pool B,3,Single game,Lil Sebastian,Daniel/Preston,Lil Sebastian,21,17,,,,,Aidan Nesbitt,Ryan Baillargeon,,Daniel Wight,Preston Haight,
Pool Play,Contender 4.5+,Pool C,3,Single game,come to brazil,RRP Monkey Business,come to brazil,21,14,,,,,Max Huang,Alec Galbo,,Cade Wallace,Braxton Wheatley,
Pool Play,Contender 4.5+,Pool C,3,Single game,Consciousness,Threat Level Midnight,Threat Level Midnight,14,21,,,,,Evan Bock,Michael Soliz,,Joseph Barron,Brady Price,
Pool Play,Contender 4.5+,Pool D,3,Single game,American Spikers,dumpster divers,American Spikers,21,15,,,,,Alex Hart (ASL),Jake Martha,,Nate Gauthier,Nathan Robertt,
Pool Play,Contender 4.5+,Pool D,3,Single game,Tombstone,RRP Safe Sets,Tombstone,21,17,,,,,Jaren Haggard,Konnor Cordingley,,Casey Harman,Derrick McConnell,
Pool Play,Contender 4.5+,Pool E,3,Single game,Just BARly,Mandy,Mandy,20,22,,,,,Remi Prince,Daniel Feller,,Dylan Mundy,Matt Barlow,
