Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team B - Player 1,Team B - Player 2,Team B - Player 3
Pool Play,Contender 4.5+,Pool E,3,Single game,Mixed nuts,Ryker/Seth,Ryker/Seth,15,21,,,,,Ant Terrigno,Bronsten Bratley,,Ryker Brann,Seth Lee,
Pool Play,Contender 4.5+,Pool E,3,Single game,Dalinqwents," RRP Clean Combo",Dalinqwents,21,16,,,,,Brandon Tice,Cole Kuhlers,,Aaron Holt,Ezra Belnap,
Pool Play,Contender 4.5+,Pool F,3,Single game,let that soak in,Joy Ride,let that soak in,21,19,,,,,James Lamkin,Jake Woolley,,Ben Morris,Connor Larsen,
Pool Play,Contender 4.5+,Pool F,3,Single game,Dizzy,UIdaho1,Dizzy,21,10,,,,,Jack Hart,Garrett Walter,,Noah Rieth,Ryan Ripley,
Pool Play,Contender 4.5+,Pool F,3,Single game,Crunchy,Net worth,Crunchy,21,14,,,,,Chaz Klein,connor barton,,Bowen Maynard,Grant Turpin,
Pool Play,Contender 4.5+,Pool G,3,Single game,Irritable Ball Shmackers,Ace High,Ace High,14,21,,,,,William Foote,Rafi Moldovsky,,Ryan Benz,Jackson Gordon,
Pool Play,Contender 4.5+,Pool G,3,Single game,Blind Date,The Beach Boyz,Blind Date,21,7,,,,,Joseph Kaylor,Bryce Young,,Malachi Ryan,Kevin Reddell,
Pool Play,Contender 4.5+,Pool G,3,Single game,PSR S/T,BLANK.,PSR S/T,21,5,,,,,Derek Tang,Jason Small,,Simeon Ryan,Benjamin Testerman,
Pool Play,Contender 4.5+,Pool H,3,Single game,Narayan/Ruehrwein,"The young, the old, the elite",Narayan/Ruehrwein,21,16,,,,,Jesse Ruehrwein,Jacob Narayan,,Bradley Smith,Kyler Cote,
Pool Play,Contender 4.5+,Pool H,3,Single game,Felt Mo Up,Mario & Luigi,Felt Mo Up,21,15,,,,,Andrew Felty,Mo Beard,,Evan Cox,Leo Cox,
Pool Play,Contender 4.5+,Pool H,3,Single game,Fresh Cuts,"Rain Drop, Drop Shot","Rain Drop, Drop Shot",18,21,,,,,Mike Hamilton,Ethan Westfall,,Logan Grigg,Daniel Green,
Pool Play,Contender 4.5+,Pool A,4,Single game,guppy sauce,TheGOATGene,TheGOATGene,20,22,,,,,Andrew Yager,Cisco Yager,,Wesley Tunelius,David Yingling,
Pool Play,Contender 4.5+,Pool A,4,Single game,Main Main Introverts,PSR Pacific Fusion,PSR Pacific Fusion,14,21,,,,,Keaton Hawk,Daulton Monkress,,lucas peng,Bryce Jacobsen,
Pool Play,Contender 4.5+,Pool B,4,Single game,Lil Sebastian,Uhh dat way,Lil Sebastian,21,17,,,,,Aidan Nesbitt,Ryan Baillargeon,,Dylan Cloninger,curtis lawrence,
Pool Play,Contender 4.5+,Pool B,4,Single game,"washed boomball ",Daniel/Preston,"washed boomball ",21,15,,,,,benson goates,connor anderson,,Daniel Wight,Preston Haight,
Pool Play,Contender 4.5+,Pool C,4,Single game,Consciousness,RRP Monkey Business,Consciousness,21,16,,,,,Evan Bock,Michael Soliz,,Cade Wallace,Braxton Wheatley,
Pool Play,Contender 4.5+,Pool C,4,Single game,PSR Cut Serve Hashiras,Threat Level Midnight,Threat Level Midnight,17,21,,,,,Nic Albornoz,Hernestor Ramirez diaz,,Joseph Barron,Brady Price,
Pool Play,Contender 4.5+,Pool D,4,Single game,Tombstone,dumpster divers,Tombstone,22,20,,,,,Jaren Haggard,Konnor Cordingley,,Nate Gauthier,Nathan Robertt,
Pool Play,Contender 4.5+,Pool D,4,Single game,Hooked On Phonics,RRP Safe Sets,Hooked On Phonics,21,14,,,,,Justin Anderson,Jacob Page,,Casey Harman,Derrick McConnell,
Pool Play,Contender 4.5+,Pool E,4,Single game,Just BARly,Dalinqwents,Just BARly,21,16,,,,,Remi Prince,Daniel Feller,,Brandon Tice,Cole Kuhlers,
Pool Play,Contender 4.5+,Pool E,4,Single game,Mixed nuts,Mandy,Mandy,16,21,,,,,Ant Terrigno,Bronsten Bratley,,Dylan Mundy,Matt Barlow,
Pool Play,Contender 4.5+,Pool E,4,Single game," RRP Clean Combo",Ryker/Seth,Ryker/Seth,13,21,,,,,Aaron Holt,Ezra Belnap,,Ryker Brann,Seth Lee,
Pool Play,Contender 4.5+,Pool F,4,Single game,let that soak in,Crunchy,let that soak in,21,15,,,,,James Lamkin,Jake Woolley,,Chaz Klein,connor barton,
Pool Play,Contender 4.5+,Pool F,4,Single game,Dizzy,Joy Ride,Dizzy,21,17,,,,,Jack Hart,Garrett Walter,,Ben Morris,Connor Larsen,
Pool Play,Contender 4.5+,Pool F,4,Single game,Net worth,UIdaho1,UIdaho1,17,21,,,,,Bowen Maynard,Grant Turpin,,Noah Rieth,Ryan Ripley,
Pool Play,Contender 4.5+,Pool G,4,Single game,Irritable Ball Shmackers,PSR S/T,PSR S/T,11,21,,,,,William Foote,Rafi Moldovsky,,Derek Tang,Jason Small,
Pool Play,Contender 4.5+,Pool G,4,Single game,Blind Date,Ace High,Blind Date,21,16,,,,,Joseph Kaylor,Bryce Young,,Ryan Benz,Jackson Gordon,
Pool Play,Contender 4.5+,Pool G,4,Single game,BLANK.,The Beach Boyz,The Beach Boyz,17,21,,,,,Simeon Ryan,Benjamin Testerman,,Malachi Ryan,Kevin Reddell,
Pool Play,Contender 4.5+,Pool H,4,Single game,Narayan/Ruehrwein,Fresh Cuts,Narayan/Ruehrwein,21,13,,,,,Jesse Ruehrwein,Jacob Narayan,,Mike Hamilton,Ethan Westfall,
Pool Play,Contender 4.5+,Pool H,4,Single game,Felt Mo Up,"The young, the old, the elite","The young, the old, the elite",20,22,,,,,Andrew Felty,Mo Beard,,Bradley Smith,Kyler Cote,
Pool Play,Contender 4.5+,Pool H,4,Single game,"Rain Drop, Drop Shot",Mario & Luigi,"Rain Drop, Drop Shot",21,13,,,,,Logan Grigg,Daniel Green,,Evan Cox,Leo Cox,
Pool Play,Contender 4.5+,Pool A,5,Single game,Rice Farmers,guppy sauce,Rice Farmers,21,12,,,,,Tayt Rogers,Tal Rogers,,Andrew Yager,Cisco Yager,
Pool Play,Contender 4.5+,Pool A,5,Single game,TheGOATGene,Main Main Introverts,TheGOATGene,21,18,,,,,Wesley Tunelius,David Yingling,,Keaton Hawk,Daulton Monkress,
Pool Play,Contender 4.5+,Pool B,5,Single game,Unfinished Business,Lil Sebastian,Lil Sebastian,18,21,,,,,Ryan Paul,Josh DiDonato,,Aidan Nesbitt,Ryan Baillargeon,
Pool Play,Contender 4.5+,Pool B,5,Single game,Uhh dat way,"washed boomball ",Uhh dat way,21,19,,,,,Dylan Cloninger,curtis lawrence,,benson goates,connor anderson,
Pool Play,Contender 4.5+,Pool C,5,Single game,come to brazil,Consciousness,come to brazil,21,18,,,,,Max Huang,Alec Galbo,,Evan Bock,Michael Soliz,
Pool Play,Contender 4.5+,Pool C,5,Single game,RRP Monkey Business,PSR Cut Serve Hashiras,RRP Monkey Business,21,19,,,,,Cade Wallace,Braxton Wheatley,,Nic Albornoz,Hernestor Ramirez diaz,
Pool Play,Contender 4.5+,Pool D,5,Single game,American Spikers,Tombstone,American Spikers,21,19,,,,,Alex Hart (ASL),Jake Martha,,Jaren Haggard,Konnor Cordingley,
Pool Play,Contender 4.5+,Pool D,5,Single game,dumpster divers,Hooked On Phonics,dumpster divers,25,24,,,,,Nate Gauthier,Nathan Robertt,,Justin Anderson,Jacob Page,
Pool Play,Contender 4.5+,Pool E,5,Single game,Just BARly,Mixed nuts,Just BARly,21,16,,,,,Remi Prince,Daniel Feller,,Ant Terrigno,Bronsten Bratley,
Pool Play,Contender 4.5+,Pool E,5,Single game,Dalinqwents,Ryker/Seth,Dalinqwents,21,16,,,,,Brandon Tice,Cole Kuhlers,,Ryker Brann,Seth Lee,
Pool Play,Contender 4.5+,Pool E,5,Single game,Mandy," RRP Clean Combo",Mandy,21,9,,,,,Dylan Mundy,Matt Barlow,,Aaron Holt,Ezra Belnap,
Pool Play,Contender 4.5+,Pool F,5,Single game,let that soak in,Dizzy,let that soak in,21,19,,,,,James Lamkin,Jake Woolley,,Jack Hart,Garrett Walter,
Pool Play,Contender 4.5+,Pool F,5,Single game,Crunchy,UIdaho1,UIdaho1,19,21,,,,,Chaz Klein,connor barton,,Noah Rieth,Ryan Ripley,
Pool Play,Contender 4.5+,Pool F,5,Single game,Joy Ride,Net worth,Joy Ride,21,15,,,,,Ben Morris,Connor Larsen,,Bowen Maynard,Grant Turpin,
Pool Play,Contender 4.5+,Pool G,5,Single game,Irritable Ball Shmackers,Blind Date,Blind Date,14,21,,,,,William Foote,Rafi Moldovsky,,Joseph Kaylor,Bryce Young,
Pool Play,Contender 4.5+,Pool G,5,Single game,PSR S/T,The Beach Boyz,PSR S/T,21,14,,,,,Derek Tang,Jason Small,,Malachi Ryan,Kevin Reddell,
Pool Play,Contender 4.5+,Pool G,5,Single game,Ace High,BLANK.,Ace High,21,7,,,,,Ryan Benz,Jackson Gordon,,Simeon Ryan,Benjamin Testerman,
Pool Play,Contender 4.5+,Pool H,5,Single game,Narayan/Ruehrwein,Felt Mo Up,Narayan/Ruehrwein,21,13,,,,,Jesse Ruehrwein,Jacob Narayan,,Andrew Felty,Mo Beard,
Pool Play,Contender 4.5+,Pool H,5,Single game,Fresh Cuts,Mario & Luigi,Mario & Luigi,22,24,,,,,Mike Hamilton,Ethan Westfall,,Evan Cox,Leo Cox,
Pool Play,Contender 4.5+,Pool H,5,Single game,"The young, the old, the elite","Rain Drop, Drop Shot","The young, the old, the elite",21,18,,,,,Bradley Smith,Kyler Cote,,Logan Grigg,Daniel Green,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,Rice Farmers,Mario & Luigi,Rice Farmers,21,12,21,13,,,Tayt Rogers,Tal Rogers,,Evan Cox,Leo Cox,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,Blind Date,Mixed nuts,Blind Date,21,8,21,13,,,Joseph Kaylor,Bryce Young,,Ant Terrigno,Bronsten Bratley,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,Mandy,Irritable Ball Shmackers,Mandy,29,27,18,21,23,21,Dylan Mundy,Matt Barlow,,William Foote,Rafi Moldovsky,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,Narayan/Ruehrwein,Ryker/Seth,Narayan/Ruehrwein,17,21,28,26,21,18,Jesse Ruehrwein,Jacob Narayan,,Ryker Brann,Seth Lee,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,American Spikers,"Rain Drop, Drop Shot",American Spikers,21,12,21,19,,,Alex Hart (ASL),Jake Martha,,Logan Grigg,Daniel Green,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,let that soak in,"The young, the old, the elite",let that soak in,24,22,21,10,,,James Lamkin,Jake Woolley,,Bradley Smith,Kyler Cote,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,come to brazil,Dalinqwents,come to brazil,21,16,21,16,,,Max Huang,Alec Galbo,,Brandon Tice,Cole Kuhlers,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,Ace High,RRP Monkey Business,Ace High,21,15,21,12,,,Ryan Benz,Jackson Gordon,,Cade Wallace,Braxton Wheatley,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,PSR Pacific Fusion,TheGOATGene,PSR Pacific Fusion,21,17,21,13,,,lucas peng,Bryce Jacobsen,,Wesley Tunelius,David Yingling,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,Just BARly,Uhh dat way,Just BARly,0,1,1,0,1,0,Remi Prince,Daniel Feller,,Dylan Cloninger,curtis lawrence,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,"washed boomball ",Tombstone,"washed boomball ",21,19,21,19,,,benson goates,connor anderson,,Jaren Haggard,Konnor Cordingley,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,Lil Sebastian,Consciousness,Lil Sebastian,15,21,21,19,21,19,Aidan Nesbitt,Ryan Baillargeon,,Evan Bock,Michael Soliz,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,Unfinished Business,dumpster divers,Unfinished Business,21,16,18,21,21,15,Ryan Paul,Josh DiDonato,,Nate Gauthier,Nathan Robertt,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,PSR S/T,Felt Mo Up,PSR S/T,21,18,21,18,,,Derek Tang,Jason Small,,Andrew Felty,Mo Beard,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,Dizzy,Threat Level Midnight,Dizzy,21,16,14,21,21,17,Jack Hart,Garrett Walter,,Joseph Barron,Brady Price,
Bracket Stage,Contender 4.5+,A Bracket,Round of 32,Best of 3,Hooked On Phonics,Joy Ride,Joy Ride,24,22,19,21,17,21,Justin Anderson,Jacob Page,,Ben Morris,Connor Larsen,
Bracket Stage,Contender 4.5+,A Bracket,Round of 16,Best of 3,Rice Farmers,Joy Ride,Rice Farmers,21,17,21,17,,,Tayt Rogers,Tal Rogers,,Ben Morris,Connor Larsen,
Bracket Stage,Contender 4.5+,A Bracket,Round of 16,Best of 3,Blind Date,Dizzy,Blind Date,21,15,21,18,,,Joseph Kaylor,Bryce Young,,Jack Hart,Garrett Walter,
Bracket Stage,Contender 4.5+,A Bracket,Round of 16,Best of 3,Mandy,PSR S/T,Mandy,21,18,21,19,,,Dylan Mundy,Matt Barlow,,Derek Tang,Jason Small,
Bracket Stage,Contender 4.5+,A Bracket,Round of 16,Best of 3,Narayan/Ruehrwein,Unfinished Business,Unfinished Business,18,21,21,16,28,30,Jesse Ruehrwein,Jacob Narayan,,Ryan Paul,Josh DiDonato,
Bracket Stage,Contender 4.5+,A Bracket,Round of 16,Best of 3,American Spikers,Lil Sebastian,American Spikers,21,15,21,16,,,Alex Hart (ASL),Jake Martha,,Aidan Nesbitt,Ryan Baillargeon,
Bracket Stage,Contender 4.5+,A Bracket,Round of 16,Best of 3,let that soak in,"washed boomball ",let that soak in,19,21,21,12,28,26,James Lamkin,Jake Woolley,,benson goates,connor anderson,
Bracket Stage,Contender 4.5+,A Bracket,Round of 16,Best of 3,come to brazil,Just BARly,come to brazil,21,16,18,21,21,18,Max Huang,Alec Galbo,,Remi Prince,Daniel Feller,
Bracket Stage,Contender 4.5+,A Bracket,Round of 16,Best of 3,Ace High,PSR Pacific Fusion,Ace High,21,14,21,16,,,Ryan Benz,Jackson Gordon,,lucas peng,Bryce Jacobsen,
Bracket Stage,Contender 4.5+,A Bracket,P17: Round of 16,Best of 3,Hooked On Phonics,Mario & Luigi,Hooked On Phonics,21,14,19,21,22,20,Justin Anderson,Jacob Page,,Evan Cox,Leo Cox,
Bracket Stage,Contender 4.5+,A Bracket,P17: Round of 16,Best of 3,Threat Level Midnight,Mixed nuts,Threat Level Midnight,21,11,21,12,,,Joseph Barron,Brady Price,,Ant Terrigno,Bronsten Bratley,
Bracket Stage,Contender 4.5+,A Bracket,P17: Round of 16,Best of 3,Felt Mo Up,Irritable Ball Shmackers,Felt Mo Up,0,-1,0,-1,,,Andrew Felty,Mo Beard,,William Foote,Rafi Moldovsky,
Bracket Stage,Contender 4.5+,A Bracket,P17: Round of 16,Best of 3,dumpster divers,Ryker/Seth,dumpster divers,24,22,19,21,21,17,Nate Gauthier,Nathan Robertt,,Ryker Brann,Seth Lee,
Bracket Stage,Contender 4.5+,A Bracket,P17: Round of 16,Best of 3,Consciousness,"Rain Drop, Drop Shot",Consciousness,21,18,17,21,21,18,Evan Bock,Michael Soliz,,Logan Grigg,Daniel Green,
Bracket Stage,Contender 4.5+,A Bracket,P17: Round of 16,Best of 3,Tombstone,"The young, the old, the elite",Tombstone,21,18,25,23,,,Jaren Haggard,Konnor Cordingley,,Bradley Smith,Kyler Cote,
Bracket Stage,Contender 4.5+,A Bracket,P17: Round of 16,Best of 3,Uhh dat way,Dalinqwents,Uhh dat way,1,0,1,0,,,Dylan Cloninger,curtis lawrence,,Brandon Tice,Cole Kuhlers,
Bracket Stage,Contender 4.5+,A Bracket,P17: Round of 16,Best of 3,TheGOATGene,RRP Monkey Business,RRP Monkey Business,15,21,18,21,,,Wesley Tunelius,David Yingling,,Cade Wallace,Braxton Wheatley,
Bracket Stage,Contender 4.5+,A Bracket,Quarter-final,Best of 3,Rice Farmers,Ace High,Ace High,18,21,15,21,,,Tayt Rogers,Tal Rogers,,Ryan Benz,Jackson Gordon,
Bracket Stage,Contender 4.5+,A Bracket,Quarter-final,Best of 3,Blind Date,come to brazil,Blind Date,21,9,21,15,,,Joseph Kaylor,Bryce Young,,Max Huang,Alec Galbo,
Bracket Stage,Contender 4.5+,A Bracket,Quarter-final,Best of 3,Mandy,let that soak in,let that soak in,1,0,0,1,0,1,Dylan Mundy,Matt Barlow,,James Lamkin,Jake Woolley,
Bracket Stage,Contender 4.5+,A Bracket,Quarter-final,Best of 3,Unfinished Business,American Spikers,Unfinished Business,16,21,21,19,21,18,Ryan Paul,Josh DiDonato,,Alex Hart (ASL),Jake Martha,
Bracket Stage,Contender 4.5+,A Bracket,P9: Quarter-final,Best of 3,PSR Pacific Fusion,Joy Ride,PSR Pacific Fusion,1,0,1,0,,,lucas peng,Bryce Jacobsen,,Ben Morris,Connor Larsen,
Bracket Stage,Contender 4.5+,A Bracket,P9: Quarter-final,Best of 3,Just BARly,Dizzy,Dizzy,16,21,0,1,,,Remi Prince,Daniel Feller,,Jack Hart,Garrett Walter,
Bracket Stage,Contender 4.5+,A Bracket,P17: Quarter-final,Best of 3,Hooked On Phonics,RRP Monkey Business,RRP Monkey Business,19,21,19,21,,,Justin Anderson,Jacob Page,,Cade Wallace,Braxton Wheatley,
Bracket Stage,Contender 4.5+,A Bracket,P17: Quarter-final,Best of 3,Threat Level Midnight,Uhh dat way,Uhh dat way,16,21,0,1,,,Joseph Barron,Brady Price,,Dylan Cloninger,curtis lawrence,
Bracket Stage,Contender 4.5+,A Bracket,P17: Quarter-final,Best of 3,Felt Mo Up,Tombstone,Felt Mo Up,0,-1,0,-1,,,Andrew Felty,Mo Beard,,Jaren Haggard,Konnor Cordingley,
Bracket Stage,Contender 4.5+,A Bracket,P25: Quarter-final,Best of 3,TheGOATGene,Mario & Luigi,Mario & Luigi,15,21,18,21,,,Wesley Tunelius,David Yingling,,Evan Cox,Leo Cox,
Bracket Stage,Contender 4.5+,A Bracket,P25: Quarter-final,Best of 3,Dalinqwents,Mixed nuts,Mixed nuts,0,1,0,1,,,Brandon Tice,Cole Kuhlers,,Ant Terrigno,Bronsten Bratley,
Bracket Stage,Contender 4.5+,A Bracket,P25: Quarter-final,Best of 3,"The young, the old, the elite",Irritable Ball Shmackers,"The young, the old, the elite",1,0,1,0,,,Bradley Smith,Kyler Cote,,William Foote,Rafi Moldovsky,
Bracket Stage,Contender 4.5+,A Bracket,Semi-final,Best of 3,Ace High,Unfinished Business,Ace High,1,0,1,0,,,Ryan Benz,Jackson Gordon,,Ryan Paul,Josh DiDonato,
Bracket Stage,Contender 4.5+,A Bracket,Semi-final,Best of 3,Blind Date,let that soak in,let that soak in,-1,0,-1,0,,,Joseph Kaylor,Bryce Young,,James Lamkin,Jake Woolley,
Bracket Stage,Contender 4.5+,A Bracket,P5: Semi-final,Best of 3,American Spikers,Rice Farmers,American Spikers,0,-1,0,-1,,,Alex Hart (ASL),Jake Martha,,Tayt Rogers,Tal Rogers,
Bracket Stage,Contender 4.5+,A Bracket,P5: Semi-final,Best of 3,Mandy,come to brazil,come to brazil,18,21,28,26,19,21,Dylan Mundy,Matt Barlow,,Max Huang,Alec Galbo,
Bracket Stage,Contender 4.5+,A Bracket,P17: Semi-final,Best of 3,Uhh dat way,Felt Mo Up,Uhh dat way,26,24,1,0,,,Dylan Cloninger,curtis lawrence,,Andrew Felty,Mo Beard,
Bracket Stage,Contender 4.5+,A Bracket,P25: Semi-final,Best of 3,Mixed nuts,"The young, the old, the elite","The young, the old, the elite",0,1,0,1,,,Ant Terrigno,Bronsten Bratley,,Bradley Smith,Kyler Cote,
Bracket Stage,Contender 4.5+,A Bracket,Final,Best of 3,Ace High,let that soak in,let that soak in,15,21,15,13,14,16,Ryan Benz,Jackson Gordon,,James Lamkin,Jake Woolley,
Bracket Stage,Contender 4.5+,A Bracket,P3: Final,Best of 3,Blind Date,Unfinished Business,Unfinished Business,-2,0,-2,0,,,Joseph Kaylor,Bryce Young,,Ryan Paul,Josh DiDonato,
Bracket Stage,Contender 4.5+,A Bracket,P5: Final,Best of 3,American Spikers,come to brazil,American Spikers,21,18,1,0,,,Alex Hart (ASL),Jake Martha,,Max Huang,Alec Galbo,
Bracket Stage,Contender 4.5+,Bracket B,Round of 16,Best of 3,PSR Cut Serve Hashiras,BLANK.,PSR Cut Serve Hashiras,21,14,21,18,,,Nic Albornoz,Hernestor Ramirez diaz,,Simeon Ryan,Benjamin Testerman,
Bracket Stage,Contender 4.5+,Bracket B,Round of 16,Best of 3,Net worth," RRP Clean Combo",Net worth,21,14,21,19,,,Bowen Maynard,Grant Turpin,,Aaron Holt,Ezra Belnap,
Bracket Stage,Contender 4.5+,Bracket B,Round of 16,Best of 3,Daniel/Preston,RRP Safe Sets,RRP Safe Sets,12,21,15,21,,,Daniel Wight,Preston Haight,,Casey Harman,Derrick McConnell,
Bracket Stage,Contender 4.5+,Bracket B,Round of 16,Best of 3,guppy sauce,The Beach Boyz,The Beach Boyz,21,17,17,21,12,21,Andrew Yager,Cisco Yager,,Malachi Ryan,Kevin Reddell,
Bracket Stage,Contender 4.5+,Bracket B,Quarter-final,Best of 3,Main Main Introverts,The Beach Boyz,Main Main Introverts,21,15,18,21,21,18,Keaton Hawk,Daulton Monkress,,Malachi Ryan,Kevin Reddell,
Bracket Stage,Contender 4.5+,Bracket B,Quarter-final,Best of 3,UIdaho1,RRP Safe Sets,UIdaho1,21,17,16,21,21,15,Noah Rieth,Ryan Ripley,,Casey Harman,Derrick McConnell,
Bracket Stage,Contender 4.5+,Bracket B,Quarter-final,Best of 3,Crunchy,Net worth,Crunchy,21,19,19,21,24,22,Chaz Klein,connor barton,,Bowen Maynard,Grant Turpin,
Bracket Stage,Contender 4.5+,Bracket B,Quarter-final,Best of 3,Fresh Cuts,PSR Cut Serve Hashiras,PSR Cut Serve Hashiras,0,1,1,0,0,1,Mike Hamilton,Ethan Westfall,,Nic Albornoz,Hernestor Ramirez diaz,
Bracket Stage,Contender 4.5+,Bracket B,Semi-final,Best of 3,Main Main Introverts,PSR Cut Serve Hashiras,PSR Cut Serve Hashiras,19,21,20,22,,,Keaton Hawk,Daulton Monkress,,Nic Albornoz,Hernestor Ramirez diaz,
Bracket Stage,Contender 4.5+,Bracket B,Semi-final,Best of 3,UIdaho1,Crunchy,Crunchy,19,21,21,19,21,23,Noah Rieth,Ryan Ripley,,Chaz Klein,connor barton,
Bracket Stage,Contender 4.5+,Bracket B,P5: Semi-final,Best of 3,Fresh Cuts,The Beach Boyz,The Beach Boyz,-2,0,-2,0,,,Mike Hamilton,Ethan Westfall,,Malachi Ryan,Kevin Reddell,
Bracket Stage,Contender 4.5+,Bracket B,P5: Semi-final,Best of 3,Net worth,RRP Safe Sets,Net worth,1,0,1,0,,,Bowen Maynard,Grant Turpin,,Casey Harman,Derrick McConnell,
Bracket Stage,Contender 4.5+,Bracket B,P9: Semi-final,Best of 3,guppy sauce,BLANK.,BLANK.,11,15,8,15,,,Andrew Yager,Cisco Yager,,Simeon Ryan,Benjamin Testerman,
Bracket Stage,Contender 4.5+,Bracket B,P9: Semi-final,Best of 3,Daniel/Preston," RRP Clean Combo",Daniel/Preston,1,0,1,0,,,Daniel Wight,Preston Haight,,Aaron Holt,Ezra Belnap,
Bracket Stage,Contender 4.5+,Bracket B,Final,Best of 3,PSR Cut Serve Hashiras,Crunchy,Crunchy,16,21,0,1,1,0,Nic Albornoz,Hernestor Ramirez diaz,,Chaz Klein,connor barton,
Bracket Stage,Contender 4.5+,Bracket B,P3: Final,Best of 3,UIdaho1,Main Main Introverts,UIdaho1,1,0,1,0,,,Noah Rieth,Ryan Ripley,,Keaton Hawk,Daulton Monkress,
Bracket Stage,Contender 4.5+,Bracket B,P5: Final,Best of 3,The Beach Boyz,Net worth,Net worth,0,1,0,1,,,Malachi Ryan,Kevin Reddell,,Bowen Maynard,Grant Turpin,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,1,Single game,Silly Gooses,The Outfitters,Silly Gooses,15,8,,,,,Chris Sorensen,Sidney Pharr,,Jonathan Dusett,Luke Menear,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,1,Single game,The Empire Spikes Back,Brim Breakers,The Empire Spikes Back,15,11,,,,,Austin Galvan,Michael Sampson,,Devin Perkins,Miles Egbert,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,1,Single game,Skewered Orbs ™,team dre,Skewered Orbs ™,15,13,,,,,Brian Balderree,Kyle Sharp,,Boston Reid,Max Petersen,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,1,Single game,"ASL Flemming/Peterson ",Hart/Whittier,Hart/Whittier,13,15,,,,,Evan Flemming,Grady Peterson,,Peter Hart,Korven Whittier,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,2,Single game,Silly Gooses,Brim Breakers,Brim Breakers,11,15,,,,,Chris Sorensen,Sidney Pharr,,Devin Perkins,Miles Egbert,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,2,Single game,The Empire Spikes Back,Hart/Whittier,Hart/Whittier,13,15,,,,,Austin Galvan,Michael Sampson,,Peter Hart,Korven Whittier,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,2,Single game,Skewered Orbs ™,"ASL Flemming/Peterson ","ASL Flemming/Peterson ",15,17,,,,,Brian Balderree,Kyle Sharp,,Evan Flemming,Grady Peterson,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,2,Single game,team dre,The Outfitters,team dre,15,7,,,,,Boston Reid,Max Petersen,,Jonathan Dusett,Luke Menear,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,3,Single game,Silly Gooses,team dre,Silly Gooses,15,7,,,,,Chris Sorensen,Sidney Pharr,,Boston Reid,Max Petersen,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,3,Single game,The Empire Spikes Back,Skewered Orbs ™,The Empire Spikes Back,15,10,,,,,Austin Galvan,Michael Sampson,,Brian Balderree,Kyle Sharp,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,3,Single game,"ASL Flemming/Peterson ",The Outfitters,"ASL Flemming/Peterson ",15,8,,,,,Evan Flemming,Grady Peterson,,Jonathan Dusett,Luke Menear,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,3,Single game,Hart/Whittier,Brim Breakers,Brim Breakers,12,15,,,,,Peter Hart,Korven Whittier,,Devin Perkins,Miles Egbert,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,4,Single game,Silly Gooses,Hart/Whittier,Hart/Whittier,13,15,,,,,Chris Sorensen,Sidney Pharr,,Peter Hart,Korven Whittier,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,4,Single game,The Empire Spikes Back,The Outfitters,The Empire Spikes Back,15,10,,,,,Austin Galvan,Michael Sampson,,Jonathan Dusett,Luke Menear,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,4,Single game,Skewered Orbs ™,Brim Breakers,Brim Breakers,9,15,,,,,Brian Balderree,Kyle Sharp,,Devin Perkins,Miles Egbert,
