Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team B - Player 1,Team B - Player 2,Team B - Player 3
Pool Play,Mixed Advanced 4.0+,Pool A,5,Single game,TRP subtle,Living Water,TRP subtle,15,12,,,,,Joe Bondi,Ali Jenki,,Grant Klapwijk,Julia Brochu,
Pool Play,Mixed Advanced 4.0+,Pool A,5,Single game,piggyback 🐷,Giraffelant,piggyback 🐷,15,12,,,,,Meagan Bown,Grant Laughlin,,Rachel Dolan,Caleb Shorter,
Pool Play,Mixed Advanced 4.0+,Pool B,5,Single game,Golden Hour,Yellow Ball Fever,Yellow Ball Fever,13,15,,,,,Will Picone,Olivia Jenki,,Joelle Nguyen,Dan Abrams,
Pool Play,Mixed Advanced 4.0+,Pool B,5,Single game,GFD supporters,Connor and Kate,GFD supporters,15,12,,,,,Bekah Smith,Justin Barr,,Connor Prelich,Kate B,
Pool Play,Mixed Advanced 4.0+,Pool C,5,Single game,Hinkle/Pierson,Woopsie Doopsie,Hinkle/Pierson,15,13,,,,,Katie Pierson,fredric hinkle,,Vincent Mathieu,Lou Washburn,
Pool Play,Mixed Advanced 4.0+,Pool C,5,Single game,Princess,Wet Noodles,Princess,15,8,,,,,Laurence Vallée,Maxime Prince,,Kurt Lannetti,Mackenzie Vogt,
Pool Play,Mixed Advanced 4.0+,Pool D,5,Single game,"Little Bear ",My Shiny Teeth and Me,"Little Bear ",15,10,,,,,Matthew Cole,Allie Foster,,Adrianna Grothause,Thomas Hamilton,
Pool Play,Mixed Advanced 4.0+,Pool D,5,Single game,Lazy Links,smoooth ice,Lazy Links,15,5,,,,,Cade Larson,Katheleen Phan,,Tiff Ding,Tyler Babin,
Pool Play,Mixed Advanced 4.0+,Pool E,5,Single game,Rogue Monkeys 🥷🏻🐒,"Gabraham Lincoln, Nebraska","Gabraham Lincoln, Nebraska",11,15,,,,,Ryan Marino,Stef Ding,,Sarah Allen,Gabe Finocchi,
Pool Play,Mixed Advanced 4.0+,Pool E,5,Single game,Jumbo Shrimp,FlawLyss Touches,Jumbo Shrimp,15,10,,,,,Lourna Szabanos,Matt Spolarich,,Alyssa Drain,Tyler Keener,
Pool Play,Mixed Advanced 4.0+,Pool E,5,Single game,BraChill,LMT,LMT,12,15,,,,,Felipe Larroza,Rafaela Bastos,,CHOU PO-JUI,Sophia Peach,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 32,Best of 3,"Gabraham Lincoln, Nebraska",smoooth ice,"Gabraham Lincoln, Nebraska",21,15,21,11,,,Sarah Allen,Gabe Finocchi,,Tiff Ding,Tyler Babin,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 32,Best of 3,Rogue Monkeys 🥷🏻🐒,Wet Noodles,Rogue Monkeys 🥷🏻🐒,21,13,21,11,,,Ryan Marino,Stef Ding,,Kurt Lannetti,Mackenzie Vogt,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 32,Best of 3,Lazy Links,Connor and Kate,Lazy Links,21,7,21,17,,,Cade Larson,Katheleen Phan,,Connor Prelich,Kate B,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 32,Best of 3,Princess,LMT,Princess,21,14,21,8,,,Laurence Vallée,Maxime Prince,,CHOU PO-JUI,Sophia Peach,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 32,Best of 3,My Shiny Teeth and Me,FlawLyss Touches,My Shiny Teeth and Me,21,11,21,10,,,Adrianna Grothause,Thomas Hamilton,,Alyssa Drain,Tyler Keener,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 32,Best of 3,Living Water,Dreckspatzen,Living Water,21,13,21,15,,,Grant Klapwijk,Julia Brochu,,Matthias Rolf,Antonia Dreiling,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 32,Best of 3,Jumbo Shrimp,Avec Dream,Avec Dream,24,22,16,21,20,22,Lourna Szabanos,Matt Spolarich,,Carina Kuo,Jerry Lee,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 32,Best of 3,GFD supporters,Breakup Sets,GFD supporters,21,12,21,12,,,Bekah Smith,Justin Barr,,Reese Gallagher,Tim Lacagnina,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 32,Best of 3,piggyback 🐷,nice shwing,piggyback 🐷,21,18,21,18,,,Meagan Bown,Grant Laughlin,,Rafi Moldovsky,Tung Lin,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 32,Best of 3,BraChill,Giraffelant,BraChill,22,20,23,21,,,Felipe Larroza,Rafaela Bastos,,Rachel Dolan,Caleb Shorter,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 16,Best of 3,TRP subtle,BraChill,TRP subtle,21,16,21,12,,,Joe Bondi,Ali Jenki,,Felipe Larroza,Rafaela Bastos,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 16,Best of 3,"Little Bear ",piggyback 🐷,"Little Bear ",21,15,21,19,,,Matthew Cole,Allie Foster,,Meagan Bown,Grant Laughlin,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 16,Best of 3,Yellow Ball Fever,GFD supporters,GFD supporters,21,19,18,21,14,21,Joelle Nguyen,Dan Abrams,,Bekah Smith,Justin Barr,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 16,Best of 3,Hinkle/Pierson,Avec Dream,Hinkle/Pierson,21,18,21,13,,,Katie Pierson,fredric hinkle,,Carina Kuo,Jerry Lee,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 16,Best of 3,Golden Hour,Living Water,Golden Hour,10,21,21,14,21,17,Will Picone,Olivia Jenki,,Grant Klapwijk,Julia Brochu,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 16,Best of 3,Woopsie Doopsie,My Shiny Teeth and Me,Woopsie Doopsie,21,11,21,15,,,Vincent Mathieu,Lou Washburn,,Adrianna Grothause,Thomas Hamilton,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 16,Best of 3,"Gabraham Lincoln, Nebraska",Princess,"Gabraham Lincoln, Nebraska",21,16,21,23,21,17,Sarah Allen,Gabe Finocchi,,Laurence Vallée,Maxime Prince,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Round of 16,Best of 3,Rogue Monkeys 🥷🏻🐒,Lazy Links,Rogue Monkeys 🥷🏻🐒,21,17,21,14,,,Ryan Marino,Stef Ding,,Cade Larson,Katheleen Phan,
Bracket Play,Mixed Advanced 4.0+,Bracket A,P17: Round of 16,Single game,Connor and Kate,Wet Noodles,Connor and Kate,1,0,,,,,Connor Prelich,Kate B,,Kurt Lannetti,Mackenzie Vogt,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Quarter-final,Best of 3,TRP subtle,Rogue Monkeys 🥷🏻🐒,TRP subtle,21,12,21,19,,,Joe Bondi,Ali Jenki,,Ryan Marino,Stef Ding,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Quarter-final,Best of 3,"Little Bear ","Gabraham Lincoln, Nebraska","Gabraham Lincoln, Nebraska",24,26,6,21,,,Matthew Cole,Allie Foster,,Sarah Allen,Gabe Finocchi,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Quarter-final,Best of 3,GFD supporters,Woopsie Doopsie,Woopsie Doopsie,15,21,17,21,,,Bekah Smith,Justin Barr,,Vincent Mathieu,Lou Washburn,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Quarter-final,Best of 3,Hinkle/Pierson,Golden Hour,Golden Hour,7,21,19,21,,,Katie Pierson,fredric hinkle,,Will Picone,Olivia Jenki,
Bracket Play,Mixed Advanced 4.0+,Bracket A,P17: Quarter-final,Single game,Giraffelant,Connor and Kate,Giraffelant,21,16,,,,,Rachel Dolan,Caleb Shorter,,Connor Prelich,Kate B,
Bracket Play,Mixed Advanced 4.0+,Bracket A,P17: Quarter-final,Single game,Jumbo Shrimp,Dreckspatzen,Jumbo Shrimp,1,0,,,,,Lourna Szabanos,Matt Spolarich,,Matthias Rolf,Antonia Dreiling,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Semi-final,Best of 3,TRP subtle,Golden Hour,TRP subtle,16,21,21,16,21,15,Joe Bondi,Ali Jenki,,Will Picone,Olivia Jenki,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Semi-final,Best of 3,"Gabraham Lincoln, Nebraska",Woopsie Doopsie,"Gabraham Lincoln, Nebraska",21,18,29,27,,,Sarah Allen,Gabe Finocchi,,Vincent Mathieu,Lou Washburn,
Bracket Play,Mixed Advanced 4.0+,Bracket A,Final,Best of 3,TRP subtle,"Gabraham Lincoln, Nebraska","Gabraham Lincoln, Nebraska",22,20,18,21,10,21,Joe Bondi,Ali Jenki,,Sarah Allen,Gabe Finocchi,
Bracket Play,Mixed Advanced 4.0+,Bracket A,P3: Final,Best of 3,Woopsie Doopsie,Golden Hour,Woopsie Doopsie,22,20,21,18,,,Vincent Mathieu,Lou Washburn,,Will Picone,Olivia Jenki,
Pool Play,Mixed Intermediate 2.0-3.0,Pool A,1,Single game,Alfredo Aces,Spikeadelic,Spikeadelic,18,21,,,,,Bel Belvedere,Josh Esposo,,Brandon Timonere,Cailley Biagini,
Pool Play,Mixed Intermediate 2.0-3.0,Pool A,1,Single game,Tank,Sleepyheads,Tank,21,12,,,,,Janey Rubin,Ty Fields,,Eric Witmer,Rachel Alfano,
Pool Play,Mixed Intermediate 2.0-3.0,Pool B,1,Single game,Bot House,Chief's Parents,Bot House,21,8,,,,,Abby Lannetti,Brian Perlson,,Paige Snyder,Noah Hickey,
Pool Play,Mixed Intermediate 2.0-3.0,Pool B,1,Single game,2 Pals,hits & giggles,hits & giggles,9,21,,,,,Emily Benoit,Mike Hamilton,,Kadin Cochran,Tessa White,
Pool Play,Mixed Intermediate 2.0-3.0,Pool C,1,Single game,Liam & Lydia,The Kids,Liam & Lydia,21,13,,,,,Liam Sherron,Lydia Malone,,Emma Hammelef,Mengyi Sun,
Pool Play,Mixed Intermediate 2.0-3.0,Pool C,1,Single game,"Twisted T’s ",Chiva Hermanos,"Twisted T’s ",21,7,,,,,Tim Daudelin,Katrina Gabriella,,Edgar Cruz,Daniela Cruz,
Pool Play,Mixed Intermediate 2.0-3.0,Pool A,2,Single game,Alfredo Aces,Sleepyheads,Alfredo Aces,25,24,,,,,Bel Belvedere,Josh Esposo,,Eric Witmer,Rachel Alfano,
Pool Play,Mixed Intermediate 2.0-3.0,Pool A,2,Single game,Lilo & Stitch,Spikeadelic,Spikeadelic,6,21,,,,,Dan Burkert,Giana Giorello,,Brandon Timonere,Cailley Biagini,
Pool Play,Mixed Intermediate 2.0-3.0,Pool B,2,Single game,Bot House,hits & giggles,hits & giggles,16,21,,,,,Abby Lannetti,Brian Perlson,,Kadin Cochran,Tessa White,
Pool Play,Mixed Intermediate 2.0-3.0,Pool B,2,Single game,2 Pals,Chief's Parents,2 Pals,21,17,,,,,Emily Benoit,Mike Hamilton,,Paige Snyder,Noah Hickey,
Pool Play,Mixed Intermediate 2.0-3.0,Pool C,2,Single game,Liam & Lydia,Chiva Hermanos,Liam & Lydia,21,6,,,,,Liam Sherron,Lydia Malone,,Edgar Cruz,Daniela Cruz,
Pool Play,Mixed Intermediate 2.0-3.0,Pool C,2,Single game,"Twisted T’s ",The Kids,"Twisted T’s ",21,6,,,,,Tim Daudelin,Katrina Gabriella,,Emma Hammelef,Mengyi Sun,
Pool Play,Mixed Intermediate 2.0-3.0,Pool A,3,Single game,Alfredo Aces,Lilo & Stitch,Alfredo Aces,21,6,,,,,Bel Belvedere,Josh Esposo,,Dan Burkert,Giana Giorello,
Pool Play,Mixed Intermediate 2.0-3.0,Pool A,3,Single game,Tank,Spikeadelic,Tank,21,15,,,,,Janey Rubin,Ty Fields,,Brandon Timonere,Cailley Biagini,
Pool Play,Mixed Intermediate 2.0-3.0,Pool B,3,Single game,Bot House,2 Pals,Bot House,21,12,,,,,Abby Lannetti,Brian Perlson,,Emily Benoit,Mike Hamilton,
Pool Play,Mixed Intermediate 2.0-3.0,Pool B,3,Single game,hits & giggles,Chief's Parents,hits & giggles,21,10,,,,,Kadin Cochran,Tessa White,,Paige Snyder,Noah Hickey,
Pool Play,Mixed Intermediate 2.0-3.0,Pool C,3,Single game,Liam & Lydia,"Twisted T’s ","Twisted T’s ",14,21,,,,,Liam Sherron,Lydia Malone,,Tim Daudelin,Katrina Gabriella,
Pool Play,Mixed Intermediate 2.0-3.0,Pool C,3,Single game,Chiva Hermanos,The Kids,The Kids,15,21,,,,,Edgar Cruz,Daniela Cruz,,Emma Hammelef,Mengyi Sun,
Pool Play,Mixed Intermediate 2.0-3.0,Pool A,4,Single game,Tank,Lilo & Stitch,Tank,21,5,,,,,Janey Rubin,Ty Fields,,Dan Burkert,Giana Giorello,
Pool Play,Mixed Intermediate 2.0-3.0,Pool A,4,Single game,Sleepyheads,Spikeadelic,Spikeadelic,18,21,,,,,Eric Witmer,Rachel Alfano,,Brandon Timonere,Cailley Biagini,
Pool Play,Mixed Intermediate 2.0-3.0,Pool A,5,Single game,Alfredo Aces,Tank,Alfredo Aces,24,22,,,,,Bel Belvedere,Josh Esposo,,Janey Rubin,Ty Fields,
Pool Play,Mixed Intermediate 2.0-3.0,Pool A,5,Single game,Lilo & Stitch,Sleepyheads,Sleepyheads,11,21,,,,,Dan Burkert,Giana Giorello,,Eric Witmer,Rachel Alfano,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,Round of 16,Best of 3,Bot House,Lilo & Stitch,Bot House,21,8,21,8,,,Abby Lannetti,Brian Perlson,,Dan Burkert,Giana Giorello,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,Round of 16,Best of 3,Liam & Lydia,Chiva Hermanos,Liam & Lydia,1,0,1,0,,,Liam Sherron,Lydia Malone,,Edgar Cruz,Daniela Cruz,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,Round of 16,Best of 3,Spikeadelic,Chief's Parents,Spikeadelic,21,6,21,6,,,Brandon Timonere,Cailley Biagini,,Paige Snyder,Noah Hickey,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,Round of 16,Best of 3,Alfredo Aces,Sleepyheads,Alfredo Aces,21,15,21,18,,,Bel Belvedere,Josh Esposo,,Eric Witmer,Rachel Alfano,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,Round of 16,Best of 3,2 Pals,The Kids,The Kids,21,17,16,21,-2,0,Emily Benoit,Mike Hamilton,,Emma Hammelef,Mengyi Sun,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,Quarter-final,Best of 3,"Twisted T’s ",The Kids,"Twisted T’s ",21,14,21,8,,,Tim Daudelin,Katrina Gabriella,,Emma Hammelef,Mengyi Sun,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,Quarter-final,Best of 3,hits & giggles,Alfredo Aces,Alfredo Aces,1,0,0,1,0,1,Kadin Cochran,Tessa White,,Bel Belvedere,Josh Esposo,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,Quarter-final,Best of 3,Tank,Spikeadelic,Tank,21,18,23,21,,,Janey Rubin,Ty Fields,,Brandon Timonere,Cailley Biagini,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,Quarter-final,Best of 3,Bot House,Liam & Lydia,Liam & Lydia,18,21,21,14,18,21,Abby Lannetti,Brian Perlson,,Liam Sherron,Lydia Malone,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,P9: Quarter-final,Single game,Chiva Hermanos,Lilo & Stitch,Lilo & Stitch,19,21,,,,,Edgar Cruz,Daniela Cruz,,Dan Burkert,Giana Giorello,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,Semi-final,Best of 3,"Twisted T’s ",Liam & Lydia,"Twisted T’s ",23,21,20,22,21,16,Tim Daudelin,Katrina Gabriella,,Liam Sherron,Lydia Malone,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,Semi-final,Best of 3,Alfredo Aces,Tank,Tank,18,21,21,14,17,21,Bel Belvedere,Josh Esposo,,Janey Rubin,Ty Fields,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,P9: Semi-final,Single game,2 Pals,Lilo & Stitch,Lilo & Stitch,-2,0,,,,,Emily Benoit,Mike Hamilton,,Dan Burkert,Giana Giorello,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,P9: Semi-final,Single game,Sleepyheads,Chief's Parents,Sleepyheads,0,-1,,,,,Eric Witmer,Rachel Alfano,,Paige Snyder,Noah Hickey,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,Final,Best of 3,"Twisted T’s ",Tank,Tank,18,21,0,1,,,Tim Daudelin,Katrina Gabriella,,Janey Rubin,Ty Fields,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,P3: Final,Best of 3,Alfredo Aces,Liam & Lydia,Liam & Lydia,0,1,0,1,,,Bel Belvedere,Josh Esposo,,Liam Sherron,Lydia Malone,
Bracket Play,Mixed Intermediate 2.0-3.0,Bracket A,P9: Final,Single game,Lilo & Stitch,Sleepyheads,Lilo & Stitch,0,-2,,,,,Dan Burkert,Giana Giorello,,Eric Witmer,Rachel Alfano,
